Dataset:  CSI2259
Radom seed: 1234
GPU: 6
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 16,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI2259",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2017,
        "test_year": 2018,
        "window": 16,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 1, train_loss 0.178072, train_ic 0.010410, train_icir 0.101140, train_ric 0.035706, train_ricir 0.316977, train_mae 0.173526, train_rmse 0.289730, train_mape 3491.668213, train_acc 0.568393, valid_loss 0.0691775799, valid_ic -0.004328, valid_icir -0.051074, valid_ric 0.018756, valid_ricir 0.194533, valid_prec@10 0.487705, valid_prec@30 0.513934, valid_mae 0.131234, valid_rmse 0.253962, valid_mape 2867.669678, valid_acc 0.394865, test_loss 0.049353, ic 0.001121, icir 0.010662, ric 0.017699, ricir 0.168290, prec@10 0.394239, prec@30 0.459945, test_mae 0.076562, test_rmse 0.178851, test_mape 1437.080322, test_acc 0.489597
Epoch 160, train_loss 0.001352, train_ic 0.076867, train_icir 0.614650, train_ric 0.055001, train_ricir 0.395144, train_mae 0.024112, train_rmse 0.029846, train_mape 206.918289, train_acc 0.139885, valid_loss 0.0006100261, valid_ic 0.019788, valid_icir 0.329512, valid_ric 0.010482, valid_ricir 0.128517, valid_prec@10 0.648361, valid_prec@30 0.575410, valid_mae 0.018026, valid_rmse 0.026388, valid_mape 250.981873, valid_acc 0.204073, test_loss 0.001016, ic 0.014442, icir 0.272741, ric 0.001924, ricir 0.018298, prec@10 0.556790, prec@30 0.560357, test_mae 0.016847, test_rmse 0.030234, test_mape 185.358414, test_acc 0.417441
Epoch 161, train_loss 0.001313, train_ic 0.062671, train_icir 0.627721, train_ric 0.081556, train_ricir 0.723835, train_mae 0.021507, train_rmse 0.030429, train_mape 175.157394, train_acc 0.741036, valid_loss 0.0007151370, valid_ic 0.011193, valid_icir 0.194741, valid_ric 0.041372, valid_ricir 0.440385, valid_prec@10 0.541393, valid_prec@30 0.540574, valid_mae 0.013323, valid_rmse 0.021509, valid_mape 260.659821, valid_acc 0.683488, test_loss 0.001187, ic -0.000574, icir -0.012898, ric 0.023558, ricir 0.230966, prec@10 0.459671, prec@30 0.487243, test_mae 0.020773, test_rmse 0.031577, test_mape 308.911255, test_acc 0.536078
Epoch 162, train_loss 0.001326, train_ic 0.083140, train_icir 0.801324, train_ric 0.043716, train_ricir 0.378031, train_mae 0.026792, train_rmse 0.034320, train_mape 113.236031, train_acc 0.632581, valid_loss 0.0005786717, valid_ic 0.013493, valid_icir 0.252232, valid_ric -0.002050, valid_ricir -0.033277, valid_prec@10 0.560246, valid_prec@30 0.519536, valid_mae 0.017806, valid_rmse 0.025917, valid_mape 243.131729, valid_acc 0.193891, test_loss 0.000982, ic 0.007796, icir 0.219005, ric -0.010857, ricir -0.161988, prec@10 0.526749, prec@30 0.501783, test_mae 0.016392, test_rmse 0.029377, test_mape 174.142639, test_acc 0.389996
Epoch 163, train_loss 0.001344, train_ic 0.090204, train_icir 0.853366, train_ric 0.056874, train_ricir 0.474111, train_mae 0.027098, train_rmse 0.033692, train_mape 221.663376, train_acc 0.299247, valid_loss 0.0006360356, valid_ic 0.022902, valid_icir 0.459876, valid_ric 0.013324, valid_ricir 0.189560, valid_prec@10 0.580328, valid_prec@30 0.532923, valid_mae 0.012164, valid_rmse 0.021047, valid_mape 203.995895, valid_acc 0.673749, test_loss 0.001090, ic 0.013334, icir 0.335472, ric -0.002206, ricir -0.028111, prec@10 0.537449, prec@30 0.520576, test_mae 0.017052, test_rmse 0.029614, test_mape 220.286377, test_acc 0.533865
Epoch 164, train_loss 0.001356, train_ic 0.078277, train_icir 0.619469, train_ric 0.068965, train_ricir 0.496335, train_mae 0.020858, train_rmse 0.028375, train_mape 179.839600, train_acc 0.334661, valid_loss 0.0005885305, valid_ic 0.020690, valid_icir 0.310926, valid_ric 0.018116, valid_ricir 0.205603, valid_prec@10 0.554098, valid_prec@30 0.548770, valid_mae 0.012824, valid_rmse 0.022093, valid_mape 174.851532, valid_acc 0.564409, test_loss 0.001055, ic 0.016849, icir 0.244162, ric 0.010416, ricir 0.091829, prec@10 0.524280, prec@30 0.510288, test_mae 0.017153, test_rmse 0.029240, test_mape 200.946213, test_acc 0.523683
Epoch 165, train_loss 0.001336, train_ic 0.071667, train_icir 0.737671, train_ric 0.079465, train_ricir 0.710583, train_mae 0.021365, train_rmse 0.028493, train_mape 136.830338, train_acc 0.674635, valid_loss 0.0007023541, valid_ic 0.014272, valid_icir 0.311257, valid_ric 0.032420, valid_ricir 0.403526, valid_prec@10 0.603689, valid_prec@30 0.565847, valid_mae 0.012802, valid_rmse 0.021575, valid_mape 242.878693, valid_acc 0.680390, test_loss 0.001214, ic 0.004602, icir 0.149123, ric 0.010844, ricir 0.142602, prec@10 0.544856, prec@30 0.537586, test_mae 0.019700, test_rmse 0.033808, test_mape 286.522339, test_acc 0.536963
Epoch 166, train_loss 0.001355, train_ic 0.070460, train_icir 0.687681, train_ric 0.044617, train_ricir 0.386685, train_mae 0.020401, train_rmse 0.026891, train_mape 164.418274, train_acc 0.458167, valid_loss 0.0006000492, valid_ic 0.015330, valid_icir 0.365891, valid_ric 0.011523, valid_ricir 0.210059, valid_prec@10 0.555328, valid_prec@30 0.535656, valid_mae 0.011746, valid_rmse 0.020702, valid_mape 181.177933, valid_acc 0.646304, test_loss 0.001007, ic 0.011419, icir 0.308861, ric -0.002838, ricir -0.043115, prec@10 0.524280, prec@30 0.510425, test_mae 0.015643, test_rmse 0.028665, test_mape 183.938263, test_acc 0.532537
Epoch 167, train_loss 0.001344, train_ic 0.084669, train_icir 0.807557, train_ric 0.067936, train_ricir 0.591544, train_mae 0.026280, train_rmse 0.036439, train_mape 166.757889, train_acc 0.197432, valid_loss 0.0005319533, valid_ic 0.017902, valid_icir 0.344989, valid_ric 0.018882, valid_ricir 0.258609, valid_prec@10 0.573361, valid_prec@30 0.534836, valid_mae 0.013101, valid_rmse 0.022332, valid_mape 145.145798, valid_acc 0.397964, test_loss 0.000939, ic 0.011747, icir 0.317707, ric 0.004324, ricir 0.062231, prec@10 0.515638, prec@30 0.507956, test_mae 0.014826, test_rmse 0.028518, test_mape 136.487259, test_acc 0.459495
Epoch 168, train_loss 0.001309, train_ic 0.077832, train_icir 0.667144, train_ric 0.064749, train_ricir 0.502812, train_mae 0.014784, train_rmse 0.021846, train_mape 117.707214, train_acc 0.596724, valid_loss 0.0005540357, valid_ic 0.018348, valid_icir 0.314091, valid_ric 0.021355, valid_ricir 0.252609, valid_prec@10 0.569262, valid_prec@30 0.560929, valid_mae 0.011578, valid_rmse 0.021283, valid_mape 144.895142, valid_acc 0.612660, test_loss 0.000997, ic 0.010673, icir 0.227744, ric 0.009084, ricir 0.086854, prec@10 0.526749, prec@30 0.522222, test_mae 0.015671, test_rmse 0.028980, test_mape 174.715302, test_acc 0.533422
Epoch 169, train_loss 0.001323, train_ic 0.092293, train_icir 0.894800, train_ric 0.059620, train_ricir 0.502876, train_mae 0.021745, train_rmse 0.031284, train_mape 155.996658, train_acc 0.480744, valid_loss 0.0005427888, valid_ic 0.022955, valid_icir 0.459441, valid_ric 0.009557, valid_ricir 0.142309, valid_prec@10 0.563525, valid_prec@30 0.523907, valid_mae 0.011580, valid_rmse 0.021104, valid_mape 138.163849, valid_acc 0.573705, test_loss 0.000968, ic 0.009930, icir 0.262482, ric -0.008981, ricir -0.126521, prec@10 0.513992, prec@30 0.508916, test_mae 0.014802, test_rmse 0.028166, test_mape 147.185623, test_acc 0.504648
Epoch 170, train_loss 0.001328, train_ic 0.086118, train_icir 0.873995, train_ric 0.052226, train_ricir 0.470948, train_mae 0.038385, train_rmse 0.045461, train_mape 86.508217, train_acc 0.764055, valid_loss 0.0005826216, valid_ic 0.017479, valid_icir 0.395449, valid_ric 0.013474, valid_ricir 0.248283, valid_prec@10 0.554508, valid_prec@30 0.527596, valid_mae 0.011277, valid_rmse 0.020572, valid_mape 159.769623, valid_acc 0.674635, test_loss 0.001020, ic 0.010323, icir 0.317034, ric -0.002643, ricir -0.040860, prec@10 0.530453, prec@30 0.513580, test_mae 0.016147, test_rmse 0.029374, test_mape 200.337006, test_acc 0.537849
Epoch 171, train_loss 0.001310, train_ic 0.088258, train_icir 0.950189, train_ric 0.082581, train_ricir 0.763165, train_mae 0.012310, train_rmse 0.020426, train_mape 108.023895, train_acc 0.661355, valid_loss 0.0005321762, valid_ic 0.014949, valid_icir 0.292370, valid_ric 0.041646, valid_ricir 0.431052, valid_prec@10 0.579508, valid_prec@30 0.560656, valid_mae 0.010841, valid_rmse 0.020651, valid_mape 117.240921, valid_acc 0.642762, test_loss 0.000960, ic 0.004837, icir 0.163129, ric 0.019481, ricir 0.219300, prec@10 0.521399, prec@30 0.505761, test_mae 0.014797, test_rmse 0.028767, test_mape 153.561966, test_acc 0.539619
Epoch 172, train_loss 0.001334, train_ic 0.078644, train_icir 0.770353, train_ric 0.068690, train_ricir 0.575004, train_mae 0.031300, train_rmse 0.039398, train_mape 97.496323, train_acc 0.721558, valid_loss 0.0005913814, valid_ic 0.014376, valid_icir 0.245413, valid_ric 0.023029, valid_ricir 0.283321, valid_prec@10 0.559426, valid_prec@30 0.540710, valid_mae 0.016693, valid_rmse 0.024822, valid_mape 224.348114, valid_acc 0.246127, test_loss 0.000993, ic 0.002457, icir 0.063355, ric -0.003503, ricir -0.045317, prec@10 0.488066, prec@30 0.490947, test_mae 0.017367, test_rmse 0.029834, test_mape 190.252579, test_acc 0.395308
Epoch 173, train_loss 0.001329, train_ic 0.056781, train_icir 0.597962, train_ric 0.040971, train_ricir 0.405701, train_mae 0.021109, train_rmse 0.027315, train_mape 366.623901, train_acc 0.177955, valid_loss 0.0006402679, valid_ic 0.012263, valid_icir 0.336463, valid_ric 0.019747, valid_ricir 0.457104, valid_prec@10 0.580328, valid_prec@30 0.563388, valid_mae 0.020204, valid_rmse 0.027549, valid_mape 300.298706, valid_acc 0.197432, test_loss 0.001031, ic 0.007697, icir 0.252165, ric 0.003153, ricir 0.055961, prec@10 0.530453, prec@30 0.530041, test_mae 0.018118, test_rmse 0.030675, test_mape 226.260956, test_acc 0.402390
Epoch 174, train_loss 0.001332, train_ic 0.089915, train_icir 0.883555, train_ric 0.060053, train_ricir 0.522121, train_mae 0.016160, train_rmse 0.021011, train_mape 331.143799, train_acc 0.355910, valid_loss 0.0006185432, valid_ic 0.020777, valid_icir 0.471036, valid_ric 0.018076, valid_ricir 0.291335, valid_prec@10 0.584836, valid_prec@30 0.544672, valid_mae 0.011655, valid_rmse 0.020706, valid_mape 195.021790, valid_acc 0.678619, test_loss 0.001036, ic 0.013129, icir 0.426267, ric 0.000672, ricir 0.009674, prec@10 0.517284, prec@30 0.516598, test_mae 0.015997, test_rmse 0.028784, test_mape 199.759048, test_acc 0.532979
Epoch 175, train_loss 0.001321, train_ic 0.065991, train_icir 0.666009, train_ric 0.062134, train_ricir 0.559272, train_mae 0.025785, train_rmse 0.036864, train_mape 150.904343, train_acc 0.620186, valid_loss 0.0006521703, valid_ic 0.009313, valid_icir 0.185010, valid_ric 0.025002, valid_ricir 0.316742, valid_prec@10 0.544262, valid_prec@30 0.537705, valid_mae 0.011813, valid_rmse 0.020670, valid_mape 201.339050, valid_acc 0.679947, test_loss 0.001089, ic 0.002954, icir 0.086148, ric 0.005351, ricir 0.068038, prec@10 0.488889, prec@30 0.495473, test_mae 0.017536, test_rmse 0.030850, test_mape 242.859482, test_acc 0.534307
Epoch 176, train_loss 0.001321, train_ic 0.080171, train_icir 0.779866, train_ric 0.055641, train_ricir 0.483857, train_mae 0.021721, train_rmse 0.029509, train_mape 247.259064, train_acc 0.467463, valid_loss 0.0006987165, valid_ic 0.021437, valid_icir 0.463519, valid_ric 0.018289, valid_ricir 0.280914, valid_prec@10 0.578689, valid_prec@30 0.555601, valid_mae 0.022331, valid_rmse 0.029222, valid_mape 348.232239, valid_acc 0.199646, test_loss 0.001099, ic 0.010167, icir 0.307303, ric 0.004840, ricir 0.072651, prec@10 0.521811, prec@30 0.512346, test_mae 0.019990, test_rmse 0.031973, test_mape 262.870178, test_acc 0.401505
Epoch 177, train_loss 0.001310, train_ic 0.090956, train_icir 0.890090, train_ric 0.053011, train_ricir 0.470444, train_mae 0.010575, train_rmse 0.016337, train_mape 143.051575, train_acc 0.401948, valid_loss 0.0005224126, valid_ic 0.019191, valid_icir 0.429669, valid_ric 0.011833, valid_ricir 0.221045, valid_prec@10 0.582377, valid_prec@30 0.543306, valid_mae 0.011426, valid_rmse 0.020958, valid_mape 120.616592, valid_acc 0.571049, test_loss 0.000939, ic 0.011691, icir 0.374567, ric -0.006375, ricir -0.104290, prec@10 0.533333, prec@30 0.517147, test_mae 0.014225, test_rmse 0.028493, test_mape 131.632919, test_acc 0.523240
Epoch 178, train_loss 0.001345, train_ic 0.085305, train_icir 0.830367, train_ric 0.064779, train_ricir 0.577704, train_mae 0.017987, train_rmse 0.023950, train_mape 253.067062, train_acc 0.407703, valid_loss 0.0006048329, valid_ic 0.014425, valid_icir 0.288927, valid_ric 0.021218, valid_ricir 0.292464, valid_prec@10 0.578689, valid_prec@30 0.533880, valid_mae 0.011254, valid_rmse 0.020181, valid_mape 178.191299, valid_acc 0.670651, test_loss 0.001023, ic 0.002675, icir 0.086772, ric -0.001757, ricir -0.024990, prec@10 0.512757, prec@30 0.500549, test_mae 0.016592, test_rmse 0.029305, test_mape 208.177521, test_acc 0.507304
Epoch 179, train_loss 0.001341, train_ic 0.069481, train_icir 0.655833, train_ric 0.080428, train_ricir 0.703045, train_mae 0.015211, train_rmse 0.022249, train_mape 128.845856, train_acc 0.494024, valid_loss 0.0005682358, valid_ic 0.010050, valid_icir 0.139750, valid_ric 0.025841, valid_ricir 0.253477, valid_prec@10 0.566803, valid_prec@30 0.556967, valid_mae 0.013577, valid_rmse 0.022881, valid_mape 173.039139, valid_acc 0.461266, test_loss 0.000985, ic 0.003238, icir 0.056067, ric 0.020496, ricir 0.189779, prec@10 0.496296, prec@30 0.507545, test_mae 0.015765, test_rmse 0.028975, test_mape 173.641678, test_acc 0.518814
Epoch 180, train_loss 0.001331, train_ic 0.084852, train_icir 0.729644, train_ric 0.087169, train_ricir 0.698474, train_mae 0.014838, train_rmse 0.020315, train_mape 164.739273, train_acc 0.402833, valid_loss 0.0005549747, valid_ic 0.016538, valid_icir 0.265578, valid_ric 0.028398, valid_ricir 0.295619, valid_prec@10 0.561066, valid_prec@30 0.547678, valid_mae 0.011426, valid_rmse 0.020682, valid_mape 151.384003, valid_acc 0.617530, test_loss 0.000977, ic 0.010780, icir 0.212798, ric 0.018586, ricir 0.172738, prec@10 0.511111, prec@30 0.519753, test_mae 0.015699, test_rmse 0.028216, test_mape 182.743652, test_acc 0.532979
Epoch 181, train_loss 0.001328, train_ic 0.075175, train_icir 0.737587, train_ric 0.057342, train_ricir 0.535809, train_mae 0.031526, train_rmse 0.036004, train_mape 327.201416, train_acc 0.184152, valid_loss 0.0008787084, valid_ic 0.014410, valid_icir 0.263185, valid_ric 0.015260, valid_ricir 0.245003, valid_prec@10 0.550820, valid_prec@30 0.538251, valid_mae 0.016664, valid_rmse 0.023456, valid_mape 355.544403, valid_acc 0.680390, test_loss 0.001345, ic 0.007688, icir 0.169592, ric -0.000590, ricir -0.007713, prec@10 0.526749, prec@30 0.500960, test_mae 0.022697, test_rmse 0.033569, test_mape 359.794220, test_acc 0.536078
Epoch 182, train_loss 0.001295, train_ic 0.080558, train_icir 0.759175, train_ric 0.066809, train_ricir 0.600006, train_mae 0.033946, train_rmse 0.040239, train_mape 152.063705, train_acc 0.222222, valid_loss 0.0005778926, valid_ic 0.017721, valid_icir 0.369529, valid_ric 0.020529, valid_ricir 0.293852, valid_prec@10 0.584426, valid_prec@30 0.541120, valid_mae 0.011586, valid_rmse 0.020645, valid_mape 171.502747, valid_acc 0.657813, test_loss 0.001017, ic 0.009864, icir 0.269474, ric 0.010155, ricir 0.129136, prec@10 0.541564, prec@30 0.537037, test_mae 0.016228, test_rmse 0.029483, test_mape 204.054642, test_acc 0.533865
Epoch 183, train_loss 0.001293, train_ic 0.090317, train_icir 0.769689, train_ric 0.070519, train_ricir 0.541193, train_mae 0.031216, train_rmse 0.043329, train_mape 139.003616, train_acc 0.544489, valid_loss 0.0005423747, valid_ic 0.022436, valid_icir 0.370147, valid_ric 0.018309, valid_ricir 0.217968, valid_prec@10 0.581148, valid_prec@30 0.546995, valid_mae 0.013895, valid_rmse 0.022989, valid_mape 163.354935, valid_acc 0.336432, test_loss 0.000957, ic 0.012422, icir 0.255480, ric 0.001659, ricir 0.016916, prec@10 0.525514, prec@30 0.521399, test_mae 0.015080, test_rmse 0.029146, test_mape 145.286896, test_acc 0.442231
Epoch 184, train_loss 0.001327, train_ic 0.065240, train_icir 0.558859, train_ric 0.015936, train_ricir 0.120735, train_mae 0.014178, train_rmse 0.021352, train_mape 3573.182373, train_acc 0.358566, valid_loss 0.0005699047, valid_ic 0.020334, valid_icir 0.374935, valid_ric -0.006068, valid_ricir -0.068150, valid_prec@10 0.593443, valid_prec@30 0.573224, valid_mae 0.013799, valid_rmse 0.022619, valid_mape 179.694061, valid_acc 0.410359, test_loss 0.001029, ic 0.013081, icir 0.314703, ric -0.013943, ricir -0.164013, prec@10 0.557202, prec@30 0.548560, test_mae 0.017179, test_rmse 0.031503, test_mape 187.569321, test_acc 0.439132
Epoch 185, train_loss 0.001314, train_ic 0.095542, train_icir 0.906726, train_ric 0.062300, train_ricir 0.502528, train_mae 0.014901, train_rmse 0.023556, train_mape 140.528595, train_acc 0.489154, valid_loss 0.0005376731, valid_ic 0.021418, valid_icir 0.508753, valid_ric 0.019694, valid_ricir 0.292781, valid_prec@10 0.574590, valid_prec@30 0.557240, valid_mae 0.010842, valid_rmse 0.020299, valid_mape 133.414383, valid_acc 0.664896, test_loss 0.000953, ic 0.008613, icir 0.283025, ric -0.008181, ricir -0.104474, prec@10 0.509465, prec@30 0.510151, test_mae 0.014475, test_rmse 0.028519, test_mape 140.923340, test_acc 0.528995
Epoch 186, train_loss 0.001307, train_ic 0.063518, train_icir 0.649588, train_ric 0.062104, train_ricir 0.556993, train_mae 0.059457, train_rmse 0.067686, train_mape 90.071426, train_acc 0.667552, valid_loss 0.0005478537, valid_ic 0.014543, valid_icir 0.283920, valid_ric 0.030600, valid_ricir 0.398440, valid_prec@10 0.554918, valid_prec@30 0.543033, valid_mae 0.011538, valid_rmse 0.020793, valid_mape 141.327896, valid_acc 0.554670, test_loss 0.000984, ic 0.002288, icir 0.066019, ric 0.012014, ricir 0.147888, prec@10 0.502469, prec@30 0.502606, test_mae 0.014950, test_rmse 0.029510, test_mape 153.550812, test_acc 0.525011
Epoch 187, train_loss 0.001338, train_ic 0.094882, train_icir 0.849520, train_ric 0.080459, train_ricir 0.639260, train_mae 0.011830, train_rmse 0.018619, train_mape 157.091034, train_acc 0.413015, valid_loss 0.0005274981, valid_ic 0.025081, valid_icir 0.467404, valid_ric 0.026601, valid_ricir 0.324114, valid_prec@10 0.563934, valid_prec@30 0.544672, valid_mae 0.012366, valid_rmse 0.021850, valid_mape 137.326569, valid_acc 0.493139, test_loss 0.000953, ic 0.010879, icir 0.254756, ric 0.009097, ricir 0.096593, prec@10 0.545679, prec@30 0.514678, test_mae 0.014635, test_rmse 0.028631, test_mape 138.984253, test_acc 0.499779
Epoch 188, train_loss 0.001304, train_ic 0.081423, train_icir 0.644844, train_ric 0.078186, train_ricir 0.569007, train_mae 0.011875, train_rmse 0.018303, train_mape 190.199585, train_acc 0.689243, valid_loss 0.0006354451, valid_ic 0.014838, valid_icir 0.201815, valid_ric 0.018299, valid_ricir 0.186256, valid_prec@10 0.570902, valid_prec@30 0.548770, valid_mae 0.013079, valid_rmse 0.021817, valid_mape 213.819839, valid_acc 0.635680, test_loss 0.001104, ic 0.012659, icir 0.189864, ric 0.011707, ricir 0.104285, prec@10 0.517284, prec@30 0.519890, test_mae 0.018307, test_rmse 0.030258, test_mape 250.626877, test_acc 0.538291
Epoch 189, train_loss 0.001334, train_ic 0.065987, train_icir 0.640340, train_ric 0.039443, train_ricir 0.334981, train_mae 0.013677, train_rmse 0.020843, train_mape 155.365616, train_acc 0.590084, valid_loss 0.0005507942, valid_ic 0.016679, valid_icir 0.396603, valid_ric 0.012347, valid_ricir 0.187487, valid_prec@10 0.557787, valid_prec@30 0.561202, valid_mae 0.011881, valid_rmse 0.020928, valid_mape 152.322906, valid_acc 0.556884, test_loss 0.000963, ic 0.007756, icir 0.243776, ric -0.006386, ricir -0.076621, prec@10 0.497531, prec@30 0.515912, test_mae 0.015051, test_rmse 0.028876, test_mape 153.035660, test_acc 0.469234
Epoch 190, train_loss 0.001300, train_ic 0.069327, train_icir 0.624825, train_ric 0.069413, train_ricir 0.592229, train_mae 0.048092, train_rmse 0.058324, train_mape 148.965439, train_acc 0.565737, valid_loss 0.0007674168, valid_ic 0.016609, valid_icir 0.258211, valid_ric 0.022319, valid_ricir 0.254166, valid_prec@10 0.586066, valid_prec@30 0.543033, valid_mae 0.015578, valid_rmse 0.023112, valid_mape 307.997223, valid_acc 0.675077, test_loss 0.001299, ic 0.012062, icir 0.228329, ric 0.012396, ricir 0.132496, prec@10 0.541564, prec@30 0.522908, test_mae 0.021944, test_rmse 0.034361, test_mape 335.718811, test_acc 0.537406
Epoch 191, train_loss 0.001346, train_ic 0.087970, train_icir 0.767328, train_ric 0.074824, train_ricir 0.594231, train_mae 0.034104, train_rmse 0.045683, train_mape 196.054810, train_acc 0.372731, valid_loss 0.0005314860, valid_ic 0.021663, valid_icir 0.363219, valid_ric 0.023470, valid_ricir 0.273690, valid_prec@10 0.584426, valid_prec@30 0.551776, valid_mae 0.012945, valid_rmse 0.022304, valid_mape 144.483429, valid_acc 0.431607, test_loss 0.000933, ic 0.014161, icir 0.292638, ric 0.009629, ricir 0.094526, prec@10 0.516461, prec@30 0.526337, test_mae 0.014425, test_rmse 0.027935, test_mape 130.760239, test_acc 0.496237
Epoch 192, train_loss 0.001284, train_ic 0.088862, train_icir 0.870072, train_ric 0.063885, train_ricir 0.566309, train_mae 0.016692, train_rmse 0.022011, train_mape 173.166199, train_acc 0.389996, valid_loss 0.0006229558, valid_ic 0.018844, valid_icir 0.471181, valid_ric 0.023548, valid_ricir 0.403524, valid_prec@10 0.563934, valid_prec@30 0.549317, valid_mae 0.011667, valid_rmse 0.020543, valid_mape 192.777817, valid_acc 0.680832, test_loss 0.001053, ic 0.005943, icir 0.224529, ric 0.003830, ricir 0.057671, prec@10 0.551852, prec@30 0.530041, test_mae 0.016852, test_rmse 0.029699, test_mape 220.082260, test_acc 0.535635
Epoch 193, train_loss 0.001295, train_ic 0.090558, train_icir 0.888780, train_ric 0.058718, train_ricir 0.521469, train_mae 0.045635, train_rmse 0.054162, train_mape 116.091957, train_acc 0.261620, valid_loss 0.0005293014, valid_ic 0.019774, valid_icir 0.446936, valid_ric 0.013464, valid_ricir 0.249153, valid_prec@10 0.590984, valid_prec@30 0.557787, valid_mae 0.011281, valid_rmse 0.020691, valid_mape 124.656700, valid_acc 0.611775, test_loss 0.000960, ic 0.009180, icir 0.306711, ric -0.007456, ricir -0.122640, prec@10 0.535391, prec@30 0.525789, test_mae 0.014879, test_rmse 0.029148, test_mape 142.401001, test_acc 0.504205
Epoch 194, train_loss 0.001298, train_ic 0.088269, train_icir 0.906446, train_ric 0.072099, train_ricir 0.673155, train_mae 0.014696, train_rmse 0.023105, train_mape 121.148071, train_acc 0.640992, valid_loss 0.0005558476, valid_ic 0.014728, valid_icir 0.275403, valid_ric 0.022563, valid_ricir 0.279820, valid_prec@10 0.563115, valid_prec@30 0.538115, valid_mae 0.011038, valid_rmse 0.020332, valid_mape 144.451599, valid_acc 0.662683, test_loss 0.000994, ic 0.004774, icir 0.154302, ric 0.004948, ricir 0.071185, prec@10 0.520165, prec@30 0.507407, test_mae 0.015593, test_rmse 0.029905, test_mape 180.957932, test_acc 0.524126
Epoch 195, train_loss 0.001308, train_ic 0.066472, train_icir 0.629364, train_ric 0.059754, train_ricir 0.551062, train_mae 0.016589, train_rmse 0.024980, train_mape 150.030441, train_acc 0.554228, valid_loss 0.0005695267, valid_ic 0.012179, valid_icir 0.214601, valid_ric 0.016443, valid_ricir 0.244190, valid_prec@10 0.553279, valid_prec@30 0.536339, valid_mae 0.011810, valid_rmse 0.021057, valid_mape 157.776596, valid_acc 0.617530, test_loss 0.000991, ic 0.009835, icir 0.231591, ric 0.004568, ricir 0.067431, prec@10 0.513580, prec@30 0.511797, test_mae 0.015729, test_rmse 0.029524, test_mape 185.909119, test_acc 0.529438
Epoch 196, train_loss 0.001312, train_ic 0.092603, train_icir 0.913942, train_ric 0.084643, train_ricir 0.705826, train_mae 0.024366, train_rmse 0.032396, train_mape 118.500664, train_acc 0.394865, valid_loss 0.0006298491, valid_ic 0.016330, valid_icir 0.300630, valid_ric 0.035208, valid_ricir 0.379511, valid_prec@10 0.562295, valid_prec@30 0.554645, valid_mae 0.011545, valid_rmse 0.020417, valid_mape 193.995239, valid_acc 0.679947, test_loss 0.001074, ic 0.004216, icir 0.126363, ric 0.010164, ricir 0.112843, prec@10 0.509053, prec@30 0.506447, test_mae 0.017358, test_rmse 0.030682, test_mape 240.744141, test_acc 0.534307
Epoch 197, train_loss 0.001309, train_ic 0.071327, train_icir 0.590469, train_ric 0.073230, train_ricir 0.564761, train_mae 0.023447, train_rmse 0.030646, train_mape 168.629791, train_acc 0.403276, valid_loss 0.0006152718, valid_ic 0.012337, valid_icir 0.173863, valid_ric 0.017893, valid_ricir 0.182482, valid_prec@10 0.561066, valid_prec@30 0.534836, valid_mae 0.012748, valid_rmse 0.021655, valid_mape 199.270355, valid_acc 0.613546, test_loss 0.001062, ic 0.009224, icir 0.144488, ric 0.009391, ricir 0.085576, prec@10 0.525514, prec@30 0.519753, test_mae 0.017536, test_rmse 0.029728, test_mape 236.201355, test_acc 0.530766
Epoch 198, train_loss 0.001295, train_ic 0.075638, train_icir 0.640698, train_ric 0.072147, train_ricir 0.574322, train_mae 0.026133, train_rmse 0.030303, train_mape 285.864288, train_acc 0.257636, valid_loss 0.0007467298, valid_ic 0.015431, valid_icir 0.222673, valid_ric 0.017627, valid_ricir 0.189808, valid_prec@10 0.550000, valid_prec@30 0.537432, valid_mae 0.015640, valid_rmse 0.023287, valid_mape 297.242798, valid_acc 0.657371, test_loss 0.001264, ic 0.013513, icir 0.224343, ric 0.016171, ricir 0.155174, prec@10 0.500823, prec@30 0.512209, test_mae 0.021897, test_rmse 0.033235, test_mape 332.266418, test_acc 0.536078
Epoch 199, train_loss 0.001287, train_ic 0.079582, train_icir 0.859708, train_ric 0.072084, train_ricir 0.720238, train_mae 0.015918, train_rmse 0.019669, train_mape 299.178467, train_acc 0.772023, valid_loss 0.0009519221, valid_ic 0.012526, valid_icir 0.247052, valid_ric 0.020219, valid_ricir 0.274425, valid_prec@10 0.536066, valid_prec@30 0.547131, valid_mae 0.017893, valid_rmse 0.024475, valid_mape 401.060211, valid_acc 0.683488, test_loss 0.001413, ic 0.004572, icir 0.131437, ric 0.006237, ricir 0.096603, prec@10 0.497119, prec@30 0.503155, test_mae 0.024570, test_rmse 0.035348, test_mape 415.080200, test_acc 0.534750
